Escherichia coli str. K-12 substr. MG1655, complete genome. (ncbi_taxid:511145) - 1..4641652

4511 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
3383841..3384932	+	1092	NP_415721.1	ychF	b1203			redox-responsive ATPase YchF
3383140..3383724	+	585	NP_415722.1	pth	b1204			peptidyl-tRNA hydrolase
3382584..3382862	-	279	NP_415723.1	ychH	b1205			stress-induced protein
3380850..3382529	+	1680	NP_415724.2	dauA	b1206			aerobic C4-dicarboxylate transporter DauA
3379778..3380725	+	948	NP_415725.1	prs	b1207			ribose-phosphate diphosphokinase
3378776..3379627	+	852	NP_415726.1	ispE	b1208			4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
3378153..3378776	+	624	NP_415727.1	lolB	b1209			outer membrane lipoprotein LolB
3376683..3377939	-	1257	NP_415728.1	hemA	b1210			glutamyl-tRNA reductase
3375559..3376641	-	1083	NP_415729.1	prfA	b1211			peptide chain release factor RF1
3374726..3375559	-	834	NP_415730.1	prmC	b1212			protein-(glutamine-N(5)) methyltransferase
3374337..3374729	-	393	NP_415731.1	ychQ	b1213			SirB family protein YchQ
3373524..3374333	-	810	NP_415732.1	ychA	b1214			transglutaminase-like/TPR repeat-containing protein
3372634..3373488	-	855	NP_415733.1	kdsA	b1215			3-deoxy-D-manno-octulosonate 8-phosphate synthase
3372378..3372485	+	108	YP_025297.1	ldrA	b4419			small toxic polypeptide LdrA
3372264..3372330	-	67		rdlA	b4420			putative antisense regulatory RNA RdlA
3371843..3371950	+	108	YP_025298.1	ldrB	b4421			small toxic polypeptide LdrB
3371730..3371795	-	66		rdlB	b4422			putative antisense regulatory RNA RdlB
3371308..3371415	+	108	YP_025299.1	ldrC	b4423			small toxic polypeptide LdrC
3371193..3371260	-	68		rdlC	b4424			putative antisense regulatory RNA RdlC
3369804..3370904	+	1101	NP_415734.1	chaA	b1216			Na(+)/K(+):H(+) antiporter ChaA
3369304..3369534	-	231	NP_415735.1	chaB	b1217			putative cation transport regulator ChaB
3368451..3369146	-	696	NP_415736.2	chaC	b1218			glutathione-specific gamma-glutamylcyclotransferase
3368054..3368407	+	354	NP_415737.1	ychN	b1219			DsrE/F sulfur relay family protein YchN
3366475..3367869	-	1395	NP_415738.2	ychO	b1220			putative invasin YchO
3365824..3366474	+	651	NP_415739.1	narL	b1221			DNA-binding transcriptional dual regulator NarL
3364035..3365831	+	1797	NP_415740.1	narX	b1222			sensor histidine kinase NarX
3362305..3363696	-	1392	NP_415741.1	narK	b1223			nitrate:nitrite antiporter NarK
3362133..3362316	-	184		narS	b4813			putative small regulatory RNA NarS
3358046..3361789	-	3744	NP_415742.1	narG	b1224			nitrate reductase A subunit alpha
3356511..3358049	-	1539	NP_415743.1	narH	b1225			nitrate reductase A subunit beta
3355804..3356514	-	711	NP_415744.1	narJ	b1226			nitrate reductase 1 molybdenum cofactor assembly chaperone
3355127..3355804	-	678	NP_415745.1	narI	b1227			nitrate reductase A subunit gamma
3354669..3354944	-	276	YP_009518769.1	ychS	b1228			putative uncharacterized protein YchS
3354417..3354587	+	171		rttR	b4425			small RNA RttR
3354477..3354566	+	90	NP_415747.2	tpr	b1229			protamine-like protein
3354325..3354409	+	85		tyrV	b1230			tRNA-Tyr
3354031..3354115	+	85		tyrT	b1231			tRNA-Tyr
3353029..3353871	+	843	NP_415748.1	purU	b1232			formyltetrahydrofolate deformylase
3352521..3352979	+	459	NP_415749.1	ychJ	b1233			NTF2-like domain-containing protein YchJ
3351503..3352408	-	906	NP_415750.2	rssA	b1234			putative patatin-like phospholipase RssA
3350398..3351411	-	1014	NP_415751.1	rssB	b1235			regulator of RpoS
3349288..3350196	-	909	NP_415752.1	galU	b1236			UTP--glucose-1-phosphate uridylyltransferase
3348731..3349144	+	414	NP_415753.1	hns	b1237			DNA-binding transcriptional dual regulator H-NS
3347509..3348126	-	618	NP_415754.1	tdk	b1238			thymidine/deoxyuridine kinase
3343532..3346207	+	2676	NP_415757.1	adhE	b1241			fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE
3343086..3343139	-	54	YP_010051181.1	ychT	b4771			protein YchT
3342408..3343055	-	648	NP_415758.1	ychE	b1242			MarC family putative inner membrane protein YchE
3341106..3342086	-	981	NP_417962.2	insH21	b4711			IS5 family transposase and trans-activator
3338840..3340471	-	1632	NP_415759.1	oppA	b1243			oligopeptide ABC transporter periplasmic binding protein
3337834..3338754	-	921	NP_415760.1	oppB	b1244			murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB
3336911..3337819	-	909	NP_415761.1	oppC	b1245			murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC
3335886..3336899	-	1014	YP_025300.1	oppD	b1246			murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD
3334885..3335889	-	1005	NP_415763.1	oppF	b1247			murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF
3334503..3334832	+	330	NP_415764.4	yciU	b1248			DUF440 domain-containing protein YciU
3333008..3334468	+	1461	NP_415765.1	clsA	b1249			cardiolipin synthase A
3332692..3332865	-	174	YP_001165316.1	yciY	b4595			uncharacterized protein YciY
3331384..3332637	+	1254	NP_415766.1	kch	b1250			K(+) channel Kch
3330788..3331084	+	297	NP_415767.2	yciI	b1251			protein YciI
3329845..3330564	-	720	NP_415768.1	tonB	b1252			Ton complex subunit TonB
3329407..3329805	+	399	NP_415769.1	yciA	b1253			acyl-CoA thioesterase YciA
3328763..3329302	+	540	NP_415770.1	yciB	b1254			inner membrane protein
3327990..3328733	+	744	NP_415771.1	yciC	b1255			putative inner membrane protein
3326995..3327633	-	639	NP_415772.1	ompW	b1256			outer membrane protein W
3326429..3326935	+	507	NP_415773.1	yciE	b1257			DUF892 domain-containing protein YciE
3325883..3326383	+	501	NP_415774.1	yciF	b1258			DUF892 domain-containing protein YciF
3325618..3325797	+	180	NP_415775.4	yciG	b1259			stress-induced bacterial acidophilic repeat motifs-containing protein YciG
3324431..3325237	+	807	NP_415776.1	trpA	b1260			tryptophan synthase subunit alpha
3323238..3324431	+	1194	NP_415777.1	trpB	b1261			tryptophan synthase subunit beta
3321865..3323226	+	1362	NP_415778.3	trpC	b1262			fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
3320269..3321864	+	1596	NP_415779.1	trpD	b1263			anthranilate synthase subunit TrpD
3318707..3320269	+	1563	NP_415780.1	trpE	b1264			anthranilate synthase subunit TrpE
3318571..3318615	+	45	NP_415781.1	trpL	b1265			trp operon leader peptide
3317552..3318433	-	882	NP_415782.1	rnm	b1266			RNase AM
3316935..3317555	-	621	NP_415783.6	yciO	b1267			putative RNA-binding protein YciO
3315012..3316907	-	1896	NP_415784.1	yciQ	b1268			DUF2207 domain-containing protein YciQ
3313926..3314801	-	876	NP_415785.1	rluB	b1269			23S rRNA pseudouridine(2605) synthase
3313296..3313886	+	591	NP_415786.1	btuR	b1270			cobinamide/cobalamin adenosyltransferase
3312541..3313299	+	759	NP_415787.1	yciK	b1271			putative oxidoreductase
3311272..3312321	-	1050	NP_415788.1	sohB	b1272			S49 peptidase family protein
3310985..3311236	+	252	NP_415789.1	yciN	b1273			protein YciN
3308008..3310605	-	2598	NP_415790.1	topA	b1274			DNA topoisomerase 1
3306824..3307798	-	975	NP_415791.1	cysB	b1275			DNA-binding transcriptional dual regulator CysB
3306365..3306505	-	141	YP_588449.3	ymiA	b4522			uncharacterized protein YmiA
3306195..3306362	-	168	YP_588450.2	yciX	b4523			uncharacterized protein YciX
3305986..3306081	-	96	YP_009518771.1	ymiC	b4741			protein YmiC
3303147..3305822	-	2676	NP_415792.1	acnA	b1276			aconitate hydratase 1
3302493..3303083	+	591	NP_415793.1	ribA	b1277			GTP cyclohydrolase 2
3301559..3302323	-	765	NP_415794.1	pgpB	b1278			phosphatidylglycerophosphatase B
3301102..3301410	-	309	NP_415795.1	lapA	b1279			lipopolysaccharide assembly protein A
3299926..3301095	-	1170	NP_415796.1	lapB	b1280			lipopolysaccharide assembly protein B
3298995..3299732	-	738	NP_415797.1	pyrF	b1281			orotidine-5'-phosphate decarboxylase
3298669..3298995	-	327	NP_415798.2	yciH	b1282			putative translation factor
3298325..3298543	+	219	NP_415799.1	osmB	b1283			osmotically-inducible lipoprotein OsmB
3297307..3298056	+	750	NP_415800.1	yciT	b1284			DNA-binding transcriptional dual regulator YciT
3297044..3297217	+	174	YP_001165317.1	yciZ	b4596			UPF0509 family protein YciZ
3296878..3297006	-	129	YP_010051182.1	ymiD	b4772			protein YmiD
3294911..3296896	+	1986	NP_415801.1	pdeR	b1285			cyclic di-GMP phosphodiesterase PdeR
3294753..3294857	-	105	YP_002791239.1	ymiB	b4672			putative protein YmiB
3292741..3294675	+	1935	NP_415802.1	rnb	b1286			RNase II
3291546..3292673	+	1128	NP_415803.2	yciW	b1287			putative peroxidase YciW
3290614..3291402	+	789	NP_415804.1	fabI	b1288			enoyl-[acyl-carrier-protein] reductase
3289893..3290246	+	354	NP_415805.1	ycjD	b1289			DUF559 domain-containing protein YcjD
3289019..3289825	+	807	NP_415806.1	sapF	b1290			putrescine ABC exporter ATP binding protein SapF
3288025..3289017	+	993	NP_415807.1	sapD	b1291			putrescine ABC exporter ATP binding protein SapD
3287135..3288025	+	891	NP_415808.1	sapC	b1292			putrescine ABC exporter membrane protein SapC
3286183..3287148	+	966	NP_415809.1	sapB	b1293			putrescine ABC exporter membrane subunit SapB
3284543..3286186	+	1644	NP_415810.1	sapA	b1294			putative periplasmic binding protein SapA
3283985..3284230	+	246	NP_415811.1	ymjA	b1295			DUF2543 domain-containing protein YmjA
3282466..3283851	+	1386	NP_415812.4	puuP	b1296			putrescine:H(+) symporter PuuP
3282312..3282476	+	165	YP_009518772.1	ymjE	b4742			protein YmjE
3280745..3282163	+	1419	NP_415813.4	puuA	b1297			glutamate-putrescine ligase
3279769..3280533	-	765	NP_415814.4	puuD	b1298			gamma-glutamyl-gamma-aminobutyrate hydrolase
3279185..3279742	-	558	NP_415815.1	puuR	b1299			DNA-binding transcriptional repressor PuuR
3277423..3278910	-	1488	NP_415816.1	puuC	b1300			gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
3276141..3277421	-	1281	NP_415817.1	puuB	b1301			gamma-glutamylputrescine oxidase
3274838..3276103	-	1266	NP_415818.1	puuE	b1302			4-aminobutyrate aminotransferase PuuE
3273741..3274718	+	978	NP_415819.4	pspF	b1303			DNA-binding transcriptional dual regulator PspF
3272906..3273574	-	669	NP_415820.1	pspA	b1304			phage shock protein A
3272628..3272852	-	225	NP_415821.1	pspB	b1305			phage shock protein B
3272269..3272628	-	360	NP_415822.1	pspC	b1306			phage shock protein C
3272039..3272260	-	222	NP_415823.1	pspD	b1307			phage shock protein D
3271650..3271964	-	315	NP_415824.1	pspE	b1308			thiosulfate sulfurtransferase PspE
3269758..3271437	-	1680	NP_415825.4	ycjM	b1309			glucosylglycerate phosphorylase
3268452..3269744	-	1293	NP_415826.1	ycjN	b1310			putative ABC transporter periplasmic binding protein YcjN
3267550..3268431	-	882	NP_415827.1	ycjO	b1311			putative ABC transporter membrane subunit YcjO
3266721..3267563	-	843	NP_415828.1	ycjP	b1312			putative ABC transporter membrane subunit YcjP
3265638..3266690	-	1053	NP_415829.1	ycjQ	b1313			D-guloside 3-dehydrogenase
3264831..3265619	-	789	NP_415830.2	ycjR	b1314			3-dehydro-D-guloside 4-epimerase
3263766..3264821	-	1056	NP_415831.1	ycjS	b1315			D-glucoside 3-dehydrogenase
3261502..3263769	-	2268	NP_415832.1	ycjT	b1316			kojibiose phosphorylase
3260846..3261505	-	660	NP_415833.1	ycjU	b1317			beta-phosphoglucomutase
3258801..3259706	-	906	NP_415835.1	ompG	b1319			outer membrane porin G
3257692..3258690	+	999	NP_415836.1	ycjW	b1320			DNA-binding transcriptional repressor YcjW
3256139..3257536	-	1398	NP_415837.1	ycjX	b1321			DUF463 domain-containing protein YcjX
3255081..3256142	-	1062	NP_415838.1	ycjF	b1322			DUF697 domain-containing inner membrane protein YcjF
3253392..3254933	-	1542	NP_415839.1	tyrR	b1323			DNA-binding transcriptional dual regulator TyrR
3252842..3253348	+	507	NP_415840.1	tpx	b1324			lipid hydroperoxide peroxidase
3251758..3252723	-	966	NP_415841.4	ycjG	b1325			L-Ala-D/L-Glu epimerase
3251055..3251783	+	729	NP_415842.2	mpaA	b1326			murein tripeptide amidase A
3250791..3250973	+	183	YP_009518773.1	ymjC	b4525			putative uncharacterized protein YmjC
3250720..3250785	+	66	YP_009518774.1	ymjD	b4673			uncharacterized protein YmjD
3249800..3250720	+	921	NP_415843.2	ycjY	b1327			putative hydrolase YcjY
3248763..3249662	-	900	NP_415844.1	pgrR	b1328			DNA-binding transcriptional repressor PgrR
3246813..3248426	-	1614	NP_415845.2	mppA	b1329			murein tripeptide ABC transporter periplasmic binding protein
3245731..3246762	+	1032	NP_415846.1	ynaI	b1330			small conductance mechanosensitive channel YnaI
3244561..3245541	-	981	YP_009518770.2	insH4	b1331			IS5 family transposase and trans-activator
3244031..3244288	-	258	NP_415848.1	ynaJ	b1332			DUF2534 domain-containing protein YnaJ
3243031..3243981	+	951	NP_415849.1	uspE	b1333			universal stress protein E
3242127..3242879	+	753	NP_415850.1	fnr	b1334			DNA-binding transcriptional dual regulator FNR
3241417..3241932	+	516	NP_415851.1	ogt	b1335			methylated-DNA--[protein]-cysteine S-methyltransferase
3239880..3241406	+	1527	NP_415852.2	abgT	b1336			p-aminobenzoyl glutamate:H(+) symporter
3238398..3239843	+	1446	NP_415853.1	abgB	b1337			p-aminobenzoyl-glutamate hydrolase subunit B
3237088..3238398	+	1311	NP_415854.4	abgA	b1338			p-aminobenzoyl-glutamate hydrolase subunit A
3236004..3236912	-	909	NP_415855.1	abgR	b1339			putative LysR-type DNA-binding transcriptional regulator AbgR
3235902..3235995	+	94		mcaS	b4426			small regulatory RNA McaS
3235111..3235674	-	564	NP_415856.1	smrA	b1340			DNA endonuclease SmrA
3233858..3235090	+	1233	NP_415857.2	dgcM	b1341			diguanylate cyclase DgcM
3233617..3233664	-	48	YP_010051183.1	ynaN	b4773			protein YnaN
3232620..3233603	-	984	NP_415858.1	zntB	b1342			Zn(2(+)):H(+) symporter
3232403..3232524	-	122		fnrS	b4699			small regulatory RNA FnrS
3232172..3232345	-	174	YP_009518775.1	ynaL	b4743			protein YnaL
3230769..3232142	-	1374	NP_415859.1	dbpA	b1343			ATP-dependent RNA helicase DbpA
3229705..3230640	+	936	NP_415860.1	ttcA	b1344			tRNA cytosine(32) 2-sulfurtransferase TtcA
3228418..3229653	+	1236	NP_415861.1	intR	b1345			putative integrase
3228201..3228416	+	216	NP_415862.4	xisR	b1346			excisionase
3227913..3228122	+	210	NP_415863.1	rcbA	b1347			double-strand break reduction protein
3227919..3228097	-	179		ralA	b4714			small regulatory RNA antitoxin RalA
3227726..3227920	+	195	NP_415864.1	ralR	b1348			endodeoxyribonuclease toxin RalR
3226860..3227669	+	810	NP_415865.1	recT	b1349			recombinase RecT
3224267..3226867	+	2601	NP_415866.1	recE	b1350			exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
3223890..3224165	+	276	NP_415867.1	racC	b1351			protein RacC
3223645..3223815	+	171	YP_588451.1	ydaE	b4526			zinc-binding protein
3223424..3223645	+	222	NP_415869.2	kilR	b1352			inhibitor of FtsZ
3223151..3223248	+	98		kilS	b4833			small RNA KilS
3222494..3222982	-	489	NP_415870.4	sieB	b1353			phage superinfection exclusion protein
3222342..3222497	+	156	NP_415872.2	ydaF	b4527			DUF1391 domain-containing protein YdaF
3222197..3222331	+	135	NP_415873.2	ydaG	b1355			uncharacterized protein YdaG
3221412..3221888	+	477	NP_415874.1	racR	b1356			DNA-binding transcriptional repressor RacR
3220992..3221288	-	297	NP_415875.1	ydaS	b1357			toxin YdaS
3220547..3220969	-	423	NP_415876.1	ydaT	b1358			protein YdaT
3219677..3220534	-	858	NP_415877.1	ydaU	b1359			DUF1376 domain-containing protein YdaU
3218924..3219670	-	747	NP_415878.1	ydaV	b1360			putative ATP-binding protein YdaV
3218341..3218901	-	561	YP_009518776.1	ydaW	b1361			putative uncharacterized protein YdaW
3218068..3218253	-	186	YP_588452.1	rzoR	b4528			putative prophage outer membrane lipoprotein RzoR
3216414..3217871	-	1458	NP_415881.1	trkG	b1363			K(+) transporter TrkG
3216013..3216276	-	264	NP_415883.1	ynaK	b1365			ParB-like nuclease domain-containing protein YnaK
3215673..3216032	-	360	YP_009518777.1	ydaY	b1366			putative uncharacterized protein YdaY
3214171..3215199	-	1029	YP_009518778.1	ynaA	b1368			putative prophage tail length tape measure domain-containing protein YnaA
3214055..3214264	-	210		lomR	b4570			Rac prophage; protein LomR_1
3212927..3213907	+	981	NP_415888.1	insH5	b1370			IS5 family transposase and trans-activator
3209242..3212604	-	3363	NP_415890.2	stfR	b1372			putative prophage side tail fiber protein StfR
3208667..3209242	-	576	NP_415891.1	tfaR	b1373			putative tail fiber assembly protein TfaR
3207979..3208569	+	591	NP_415892.1	pinR	b1374			putative site-specific recombinase
3207429..3207662	+	234	NP_415893.2	ynaE	b1375			uncharacterized protein YnaE
3207247..3207360	+	114	YP_009518779.1	ynaM	b4744			protein YnaM
3206034..3206468	+	435	NP_415894.4	uspF	b1376			universal stress protein F
3204760..3205893	+	1134	NP_415895.1	ompN	b1377			outer membrane porin N
3204422..3204532	-	111		micC	b4427			small regulatory RNA MicC
3200869..3204393	+	3525	NP_415896.1	ydbK	b1378			putative pyruvate-flavodoxin oxidoreductase
3200329..3200595	-	267	YP_588453.1	ydbJ	b4529			DUF333 domain-containing protein YdbJ
3199910..3200332	+	423	NP_415897.1	hslJ	b1379			lipoprotein implicated in Novobiocin resistance
3198810..3199799	+	990	NP_415898.1	ldhA	b1380			D-lactate dehydrogenase
3195963..3198602	-	2640	NP_415899.1	ydbH	b1381			putative phospholipid transport factor YdbH
3195781..3195966	-	186	NP_415900.1	ynbE	b1382			lipoprotein YnbE
3195447..3195773	-	327	NP_415901.2	ydbL	b1383			DUF1318 domain-containing protein YdbL
3194370..3195275	+	906	NP_415902.1	feaR	b1384			DNA-binding transcriptional activator FeaR
3192635..3194134	-	1500	NP_415903.4	feaB	b1385			phenylacetaldehyde dehydrogenase
3190304..3192577	+	2274	NP_415904.3	tynA	b1386			copper-containing amine oxidase
3188011..3190056	+	2046	NP_415905.1	paaZ	b1387			fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase
3186797..3187726	-	930	NP_415906.1	paaA	b1388			phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
3186498..3186785	-	288	NP_415907.1	paaB	b1389			phenylacetyl-CoA 1,2-epoxidase subunit B
3185743..3186489	-	747	NP_415908.1	paaC	b1390			phenylacetyl-CoA 1,2-epoxidase, structural subunit
3185231..3185728	-	498	NP_415909.4	paaD	b1391			phenylacetate degradation protein
3184153..3185223	-	1071	NP_415910.1	paaE	b1392			phenylacetyl-CoA 1,2-epoxidase, reductase subunit
3183389..3184156	-	768	NP_415911.1	paaF	b1393			putative 2,3-dehydroadipyl-CoA hydratase
3182601..3183389	-	789	NP_415912.1	paaG	b1394			putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)
3181172..3182599	-	1428	NP_415913.1	paaH	b1395			3-hydroxyadipyl-CoA dehydrogenase
3180760..3181182	-	423	NP_415914.1	paaI	b1396			phenylacetyl-CoA thioesterase
3179555..3180760	-	1206	NP_415915.1	paaJ	b1397			beta-ketoadipyl-CoA thiolase
3178215..3179528	-	1314	NP_415916.1	paaK	b1398			phenylacetate-CoA ligase
3177164..3178114	-	951	NP_415917.1	paaX	b1399			DNA-binding transcriptional repressor PaaX
3176592..3177182	-	591	NP_415918.1	paaY	b1400			2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase
3176423..3176488	+	66	YP_002791240.1	ynbG	b4674			uncharacterized protein YnbG
3172358..3176261	-	3904		ydbA	b4492			putative outer membrane protein, N-terminal fragment
3172827..3173732	+	906	NP_415920.1	insD2	b1402			IS2 insertion element protein InsB
3172504..3172869	+	366	NP_415921.2	insC2	b1403			IS2 insertion element repressor InsA
3171144..3172295	-	1152	NP_415922.1	insI2	b1404			IS30 family transposase
3166572..3167432	-	861	NP_415924.1	pdxI	b1406			pyridoxal reductase
3164203..3166509	-	2307	NP_415925.2	ydbD	b1407			DUF2773 domain-containing protein YdbD
